Name,Level,School,Casting Time,Ritual,Duration,Concentration,Range (feet),Area (feet),Area Type,Attack/ Save,Damage/Effect,V,S,M,Materials,Consumed,Spell Tags,Bard,Cleric,Druid,Paladin,Ranger,Sorcerer,Warlock,Wizard,Source,Details,Link,
Magic Weapon,2,Transmutation,1 Bonus Action,FALSE,1 Hour,FALSE,Touch,,,,Buff,TRUE,TRUE,FALSE,,FALSE,Buff,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,PHB 2024,"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls. The spell ends early if you cast it again.

Using a Higher-Level Spell Slot. The bonus increases to +2 with a level 3–5 spell slot. The bonus increases to +3 with a level 6+ spell slot.",https://www.dndbeyond.com/spells/2619024-magic-weapon,
Major Image,3,Illusion,1 Action,FALSE,10 Minutes,TRUE,120,20,Cube,,Control,TRUE,TRUE,TRUE,Bit of fleece,FALSE,Control,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,PHB 2024,"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 20-foot Cube. The image appears at a spot that you can see within range and lasts for the duration. It seems real, including sounds, smells, and temperature appropriate to the thing depicted, but it can’t deal damage or cause conditions.

If you are within range of the illusion, you can take a Magic action to cause the image to move to any other spot within range. As the image changes location, you can alter its appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the illusion to make different sounds at different times, even making it carry on a conversation, for example.

Physical interaction with the image reveals it to be an illusion, for things can pass through it. A creature that takes a Study action to examine the image can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.

Using a Higher-Level Spell Slot. The spell lasts until dispelled, without requiring Concentration, if cast with a level 4+ spell slot.",https://www.dndbeyond.com/spells/2619025-major-image,
Mass Cure Wounds,5,Abjuration,1 Action,FALSE,Instantaneous,FALSE,60,30,Sphere,,Healing,TRUE,TRUE,FALSE,,FALSE,Healing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"
A wave of healing energy washes out from a point you can see within range. Choose up to six creatures in a 30-foot-radius Sphere centered on that point. Each target regains Hit Points equal to 5d8 plus your spellcasting ability modifier.

Using a Higher-Level Spell Slot. The healing increases by 1d8 for each spell slot level above 5.",https://www.dndbeyond.com/spells/2619026-mass-cure-wounds,
Mass Heal,9,Abjuration,1 Action,FALSE,Instantaneous,FALSE,60,,,,Blinded,TRUE,TRUE,FALSE,,FALSE,Healing,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"
A flood of healing energy flows from you into creatures around you. You restore up to 700 Hit Points, divided as you choose among any number of creatures that you can see within range. Creatures healed by this spell also have the Blinded, Deafened, and Poisoned conditions removed from them.",https://www.dndbeyond.com/spells/2619027-mass-heal,
Mass Healing Word,3,Abjuration,1 Bonus Action,FALSE,Instantaneous,FALSE,60,,,,Healing,TRUE,FALSE,FALSE,,FALSE,Healing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,"Up to six creatures of your choice that you can see within range regain Hit Points equal to 2d4 plus your spellcasting ability modifier.

Using a Higher-Level Spell Slot. The healing increases by 1d4 for each spell slot level above 3.",https://www.dndbeyond.com/spells/2619028-mass-healing-word,
Mass Suggestion,6,Enchantment,1 Action,FALSE,24 Hours,FALSE,60,,,Wisdom,Control,TRUE,FALSE,TRUE,Snake's tongue,FALSE,"Control, Social",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,PHB 2024,"You suggest a course of activity—described in no more than 25 words—to twelve or fewer creatures you can see within range that can hear and understand you. The suggestion must sound achievable and not involve anything that would obviously deal damage to any of the targets or their allies. For example, you could say, “Walk to the village down that road, and help the villagers there harvest crops until sunset.” Or you could say, “Now is not the time for violence. Drop your weapons, and dance! Stop in an hour.”

Each target must succeed on a Wisdom saving throw or have the Charmed condition for the duration or until you or your allies deal damage to the target. Each Charmed target pursues the suggestion to the best of its ability. The suggested activity can continue for the entire duration, but if the suggested activity can be completed in a shorter time, the spell ends for a target upon completing it.

Using a Higher-Level Spell Slot. The duration is longer with a spell slot of level 7 (10 days), 8 (30 days), or 9 (366 days).",https://www.dndbeyond.com/spells/2619029-mass-suggestion,
Maze,8,Conjuration,1 Action,FALSE,10 Minutes,TRUE,60,,,,Banishment,TRUE,TRUE,FALSE,,FALSE,"Control, Banishment",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,PHB 2024,"You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.

The target can take a Study action to try to escape. When it does so, it makes a DC 20 Intelligence (Investigation) check. If it succeeds, it escapes, and the spell ends.

When the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.",https://www.dndbeyond.com/spells/2619030-maze,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
,,,,FALSE,,FALSE,,,,,,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PHB 2024,,,
